literaturwettbewerb_ausgabe_id;literaturwettbewerb_ausgabe_titel;vonliteraturwettbewerb;literaturwettbewerb_id;jahr;gewinner;gewinnertexte;jury;themenvorgabe;preise;quelle_website
LWA65;30. open mike;Open Mike ;L30;2022;"Holzapfel, Patrick; Pichler, Greta Maria";"Gurgelgeräusche; Salzwasser";"Zsuzsanna Gahse; Küchenmeister, Nadja; Nielsen, Madame";NULL;"Erster Preis & Preis der taz-Publikumsjury; Zweiter Preis ";https://www.openmikederblog.de/2022/11/20/laudationes-2022-die-jury/
LWA66;31. open mike;Open Mike ;L30;2023;"Calanduccia, Salvatore; Kokić, Kenan; Romanowski, Susanne";"Marta Dei; Parkbankgroßeltern; Die Heimsuchung";"Bazyar, Shida; Varatharajah, Senthuran; Zag Golob, Anja";NULL;"Erster Preis; Zweiter Preis; Preis der taz-Publikumsjury";https://www.haus-fuer-poesie.org/de/open-mike/news/salvatore-calanduccia-kenan-kokic-und-miedya-mahmod-gewinnen-den-31-open-mike
LWA67;Schreibwettbewerb des Literaturhaus Zürich Januar 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Buess, Daniel;Ein Buch zum Hineinschreiben;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-buch-zum-hineinschreiben-von-daniel-buess/
LWA68;Schreibwettbewerb des Literaturhaus Zürich Februar 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Früh, Katrin;Mutterkind;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/mutterkind-von-katrin-frueh/
LWA69;Schreibwettbewerb des Literaturhaus Zürich März 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Macek, Barbara;insomnia;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/insomnia-von-barbara-macek/
LWA70;Schreibwettbewerb des Literaturhaus Zürich April 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Mezger, Daniel;Hier ist eine Geschichte;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/hier-ist-eine-geschichte-von-daniel-mezger/
LWA71;Schreibwettbewerb des Literaturhaus Zürich Mai 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Lenherr, Luzius;Bistro-Journal;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/bistro-journal-von-luzius-lenherr/
LWA72;Schreibwettbewerb des Literaturhaus Zürich Juni 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Wydler, Fabienne;Tagebuch aus Kenia;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/tagebuch-aus-kenia-von-fabienne-wydler/
LWA73;Schreibwettbewerb des Literaturhaus Zürich Juli 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Amann, Matthias;Wortlungen;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/wortlungen-von-matthias-amann/
LWA74;Schreibwettbewerb des Literaturhaus Zürich September 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Schiller, Nadja;Gegenlicht;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/gegenlicht-von-nadja-schiller/
LWA75;Schreibwettbewerb des Literaturhaus Zürich Oktober 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Schuler, Barbara;Stadtnacht Stadtmorgen;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/stadtnacht-stadtmorgen-von-barbara-schuler/
LWA76;Schreibwettbewerb des Literaturhaus Zürich November 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Baumann, Simone;Vom Sitzen, vom Stehen, vom Schneien und Gehen;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/vom-sitzen-vom-stehen-vom-schneien-und-gehen-von-simone-baumann/
LWA77;Schreibwettbewerb des Literaturhaus Zürich Dezember 2008;Schreibwettbewerb des Literaturhaus Zürich;L36;2008;Hermann, Marc;Beim Lesen meines Tagebuchs;;Jahresthema: Tagebuch, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/beim-lesen-meines-tagebuchs-von-marc-hermann/
LWA78;Schreibwettbewerb des Literaturhaus Zürich Januar 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Flynn, Isabel;Haselborn;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/haselborn-von-isabel-flynn/
LWA79;Schreibwettbewerb des Literaturhaus Zürich Februar 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Novak, Anamaria;Ein rotes Tor;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-rotes-tor-von-anamaria-novak/
LWA80;Schreibwettbewerb des Literaturhaus Zürich März 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Epp, Niklaus;Die Prozession;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-prozession-von-niklaus-epp/
LWA81;Schreibwettbewerb des Literaturhaus Zürich April 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Arn, Jan;Die Krähe;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-kraehe-von-jan-arn/
LWA82;Schreibwettbewerb des Literaturhaus Zürich Mai 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Reichelt, Jutta;Es wäre schön;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/es-waere-schoen-von-jutta-reichelt/
LWA83;Schreibwettbewerb des Literaturhaus Zürich Juni 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Roedel, Rita;Kreuzstichordnung;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/kreuzstichordnung-von-rita-roedel/
LWA84;Schreibwettbewerb des Literaturhaus Zürich Juli 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Peter, Maja;Ein Brief;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-brief-von-maja-peter/
LWA85;Schreibwettbewerb des Literaturhaus Zürich August 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Rajčić, Dragica;Jesus auf der Zunge;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/jesus-auf-der-zunge-von-dragica-rajcic/
LWA86;Schreibwettbewerb des Literaturhaus Zürich September 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Brunner, Katja;In der Wohnung;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/in-der-wohnung-von-katja-brunner/
LWA87;Schreibwettbewerb des Literaturhaus Zürich Oktober 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Kadelbach, Thomas;WO LIEGT AFRIKA?;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/wo-liegt-afrika-von-thomas-kadelbach/
LWA88;Schreibwettbewerb des Literaturhaus Zürich November 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Marino, Patric;Mio nonno è un astronauta;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/mio-nonno-e-un-astronauta-von-patric-marino/
LWA89;Schreibwettbewerb des Literaturhaus Zürich Dezember 2009;Schreibwettbewerb des Literaturhaus Zürich;L36;2009;Weber, Margrit;bei den schwestern b.;;Jahresthema: Kindheit, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/bei-den-schwestern-b-von-margrit-weber/
LWA90;Schreibwettbewerb des Literaturhaus Zürich Januar 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Busch, Dominik;Abgekartet;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/abgekartet-von-dominik-busch/; https://literaturhaus.ch/event/internetwettbewerb-schlussabend-im-jahr-2050/"
LWA91;Schreibwettbewerb des Literaturhaus Zürich Februar 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Sourlier, Susanne;Leo erwacht 2050;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/leo-erwacht-2050-von-susanne-sourlier/
LWA92;Schreibwettbewerb des Literaturhaus Zürich März 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Koch, David;When I'm 62;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/when-im-62-von-david-koch/
LWA93;Schreibwettbewerb des Literaturhaus Zürich April 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Lanfranconi, Katharina;Elektra;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/elektra-von-katharina-lanfranconi/
LWA94;Schreibwettbewerb des Literaturhaus Zürich Mai 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Flynn, Isabel;Für immer;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/fuer-immer-von-isabel-flynn/
LWA95;Schreibwettbewerb des Literaturhaus Zürich Juni 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Gruber, Andreas;Raum Nr. 7;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/raum-nr-7-von-andreas-gruber/
LWA96;Schreibwettbewerb des Literaturhaus Zürich Juli 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Treumann, Rudolf;Das Experiment;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/das-experiment-von-rudolf-treumann/
LWA97;Schreibwettbewerb des Literaturhaus Zürich August 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Dijzmedjian, Marc;Byron Lotos;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/byron-lotos-von-marc-dijzmedjian/
LWA98;Schreibwettbewerb des Literaturhaus Zürich September 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Wohlfender, Bettina;Aus der Haut;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/aus-der-haut-von-bettina-wohlfender/
LWA99;Schreibwettbewerb des Literaturhaus Zürich Oktober 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Egger, René;Ausbrüche;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ausbrueche-von-rene-egger/
LWA100;Schreibwettbewerb des Literaturhaus Zürich November 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Gschwend, Peter;Zwanzigfünfzig;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/zwanzigfuenfzig-von-peter-gschwend/
LWA101;Schreibwettbewerb des Literaturhaus Zürich Dezember 2010;Schreibwettbewerb des Literaturhaus Zürich;L36;2010;Loosli, Ruth;Die Reise ins Jahr 2050;"Stoll, Beatrice; Fischer, Simona; Hefti, Miriam; Schneuwly, Karin; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan; Villiger, Christian; Winzeler, Seraina";Jahresthema: Im Jahr 2050, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-reise-ins-jahr-2050-von-ruth-loosli/
LWA102;Schreibwettbewerb des Literaturhaus Zürich Januar 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Muhl, Iris;Zwölf Krücken;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/zwoelf-kruecken-von-iris-muhl/; https://literaturhaus.ch/event/schreibwettbewerb-heimat-schlussabend/"
LWA103;Schreibwettbewerb des Literaturhaus Zürich Februar 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Lanfranconi, Katharina;Heimat;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/heimat-von-katharina-lanfranconi/
LWA104;Schreibwettbewerb des Literaturhaus Zürich März 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Früh-Hedrich, Katrin;Ami;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ami-von-katrin-frueh-hedrich/
LWA105;Schreibwettbewerb des Literaturhaus Zürich April 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Nielsen, Jens;Keine Aussicht auf ein gutes Ende;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/keine-aussicht-auf-ein-gutes-ende-von-jens-nielsen/
LWA106;Schreibwettbewerb des Literaturhaus Zürich Mai 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Spinner, Esther;Nachts;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/nachts-von-esther-spinner/
LWA107;Schreibwettbewerb des Literaturhaus Zürich Juni 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Szyndler, Gregor;Der Plagöri;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-plagoeri-von-gregor-szyndler/
LWA108;Schreibwettbewerb des Literaturhaus Zürich Juli 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Schaub, Christian K.;Die Fracht des Sommers;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-fracht-des-sommers-von-christian-k-schaub/
LWA109;Schreibwettbewerb des Literaturhaus Zürich August 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Mathies, Susanne;Die Heimkehr;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-heimkehr-von-susanne-mathies/
LWA110;Schreibwettbewerb des Literaturhaus Zürich September 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Büttiker, Patricia;Südwärts;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/suedwaerts-von-patricia-buettiker/
LWA111;Schreibwettbewerb des Literaturhaus Zürich Oktober 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Prenner, Samuel;Die Burgervilla;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-burgervilla-von-samuel-prenner/
LWA112;Schreibwettbewerb des Literaturhaus Zürich November 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Hach, Lena;Die Welt, so klein;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-welt-so-klein-von-lena-hach/
LWA113;Schreibwettbewerb des Literaturhaus Zürich Dezember 2011;Schreibwettbewerb des Literaturhaus Zürich;L36;2011;Kohlus, Claudia;Verbleichen;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Heimat, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/verbleichen-von-claudia-kohlus/
LWA114;Schreibwettbewerb des Literaturhaus Zürich Januar 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Wirth, Doris;Mutters Kopf, Vater und ich;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/mutters-kopf-vater-und-ich-von-doris-wirth/; https://literaturhaus.ch/event/texte-des-monats-2012-schreibwettbewerb-familie-schlussabend/"
LWA115;Schreibwettbewerb des Literaturhaus Zürich Februar 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Henzmann, Heike;Räuber;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/raeuber-von-heike-henzmann/
LWA116;Schreibwettbewerb des Literaturhaus Zürich März 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Greber, Thomas;Grossvater;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/grossvater-von-thomas-greber/
LWA117;Schreibwettbewerb des Literaturhaus Zürich April 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;El-Maawi, Samira;Von meinem Vater, seiner Küche und meinen Sorgen;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/von-meinem-vater-seiner-kueche-und-meinen-sorgen-von-samira-el-maawi/
LWA118;Schreibwettbewerb des Literaturhaus Zürich Mai 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Rotach, Ingeborg;Stillleben;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/stillleben-von-ingeborg-rotach/
LWA119;Schreibwettbewerb des Literaturhaus Zürich Juni 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Aegerter, Roland;Hin und Herkunkft;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/hin-und-herkunft-von-roland-aegerter/
LWA120;Schreibwettbewerb des Literaturhaus Zürich Juli 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Gawrisch, Dmitrij;Mein Held (Auszug);"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/mein-held-auszug-von-dmitrij-gawrisch/
LWA121;Schreibwettbewerb des Literaturhaus Zürich August 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Klöckner, Horst-Werner;Alles ist gut!;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/alles-ist-gut-von-horst-werner-kloeckner/
LWA122;Schreibwettbewerb des Literaturhaus Zürich September 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Birnbacher, Birgit;Die Tant';"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-tant-von-birgit-birnbacher/
LWA123;Schreibwettbewerb des Literaturhaus Zürich Oktober 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Ganzoni, Romana;Die Gewissheit;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-gewissheit-von-romana-ganzoni/
LWA124;Schreibwettbewerb des Literaturhaus Zürich Dezember 2012;Schreibwettbewerb des Literaturhaus Zürich;L36;2012;Lenherr, Marianne;So muss es sein;"Stoll, Beatrice; Vonlanthen, Isabelle; Hefti, Miriam; Ciklaminy, Zorka; Gerber, Georg; Rauch, Prisca; Reich, Mirjam; Rodgers, Davina; Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/so-muss-es-sein-von-marianne-lenherr/
LWA125;Schreibwettbewerb des Literaturhaus Zürich Januar 2013;Schreibwettbewerb des Literaturhaus Zürich;L36;2013;Müller-Hellmann, Imke;Das Gewicht einer jungen Frau;"Hefti, Miriam; Stoll, Beatrice; Schneider, Gesa; Vonlanthen, Isabelle; Ciklaminy, Zorka; Fingerhuth, Catharina; Gerber, Georg; Läubli, Martina; Rauch, Prisca; Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Brandwunde, unempfindlich machen, Hügel, die, Bissigkeit";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/das-gewicht-einer-jungen-frau-von-imke-mueller-hellmann/; https://literaturhaus.ch/event/texte-des-monats-2013-abschlusslesung/"
